rank,arxiv_id,published,relevance_score,title,authors,primary_category,score_reasons,matched_queries,abs_url,pdf_url
519,2604.10134,2026-04-11T09:59:46Z,13,PlanGuard: Defending Agents against Indirect Prompt Injection via Planning-based Consistency Verification,Guangyu Gong; Zizhuang Deng,cs.CR,evaluation; harness component,"all:""LLM agent"" AND all:verification",https://arxiv.org/abs/2604.10134,https://arxiv.org/pdf/2604.10134
520,2604.08401,2026-04-09T16:01:03Z,13,Verify Before You Commit: Towards Faithful Reasoning in LLM Agents via Self-Auditing,Wenhao Yuan; Chenchen Lin; Jian Chen; Jinfeng Xu; Xuehe Wang; Edith Cheuk Han Ngai,cs.AI,evaluation; harness component; trajectory,"all:""LLM agent"" AND all:verification | all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2604.08401,https://arxiv.org/pdf/2604.08401
521,2606.15579,2026-04-05T14:56:56Z,13,Your Agent Has a Genome: Sequence-Level Behavioral Analysis and Runtime Governance of LLM-Powered Autonomous Agents,Sidi Deng,cs.AI,cost/budget; evaluation; harness component,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2606.15579,https://arxiv.org/pdf/2606.15579
522,2604.01608,2026-04-02T04:38:32Z,13,From Multi-Agent to Single-Agent: When Is Skill Distillation Beneficial?,Binyan Xu; Dong Fang; Haitao Li; Kehuan Zhang,cs.AI,cost/budget; evaluation; harness component,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2604.01608,https://arxiv.org/pdf/2604.01608
523,2603.26233,2026-03-27T09:56:26Z,13,Ask or Assume? Uncertainty-Aware Clarification-Seeking in Coding Agents,Nicholas Edwards; Sebastian Schuster,cs.CL,explicit harness/scaffold; harness component,"all:""agent scaffold"" | all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2603.26233,https://arxiv.org/pdf/2603.26233
524,2603.22767,2026-03-24T03:50:34Z,13,Can LLM Agents Generate Real-World Evidence? Evaluating Observational Studies in Medical Databases,Dubai Li; Yuxiang He; Yan Hu; Yu Tian; Jingsong Li,cs.AI,evaluation; reliability,"all:""agent scaffold""",https://arxiv.org/abs/2603.22767,https://arxiv.org/pdf/2603.22767
525,2603.14908,2026-03-16T07:09:07Z,13,PerlAD: Towards Enhanced Closed-loop End-to-end Autonomous Driving with Pseudo-simulation-based Reinforcement Learning,Yinfeng Gao; Qichao Zhang; Deqing Liu; Zhongpu Xia; Guang Li; Kun Ma; Guang Chen; Hangjun Ye; Long Chen; Da-Wei Ding; Dongbin Zhao,cs.RO,evaluation; reliability,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2603.14908,https://arxiv.org/pdf/2603.14908
526,2603.13791,2026-03-14T06:45:43Z,13,DeceptGuard :A Constitutional Oversight Framework For Detecting Deception in LLM Agents,Snehasis Mukhopadhyay,cs.CL,evaluation; harness component; trajectory,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2603.13791,https://arxiv.org/pdf/2603.13791
527,2603.12608,2026-03-13T03:23:59Z,13,InterDeepResearch: Enabling Human-Agent Collaborative Information Seeking through Interactive Deep Research,Bo Pan; Lunke Pan; Yitao Zhou; Qi Jiang; Zhen Wen; Minfeng Zhu; Wei Chen,cs.IR,cost/budget; evaluation; harness component,"all:""LLM agent"" AND all:""context management""",https://arxiv.org/abs/2603.12608,https://arxiv.org/pdf/2603.12608
528,2603.11137,2026-03-11T16:26:52Z,13,Scaling Reasoning Efficiently via Relaxed On-Policy Distillation,Jongwoo Ko; Sara Abdali; Young Jin Kim; Tianyi Chen; Pashmina Cameron,cs.LG,cost/budget; harness component; transfer/overfit,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2603.11137,https://arxiv.org/pdf/2603.11137
529,2603.01335,2026-03-02T00:21:50Z,13,Provable and Practical In-Context Policy Optimization for Self-Improvement,Tianrun Yu; Yuxiao Yang; Zhaoyang Wang; Kaixiang Zhao; Porter Jenkins; Xuchao Zhang; Chetan Bansal; Huaxiu Yao; Weitong Zhang,cs.LG,harness component; reliability,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2603.01335,https://arxiv.org/pdf/2603.01335
530,2603.00977,2026-03-01T08:09:03Z,13,HiMAC: Hierarchical Macro-Micro Learning for Long-Horizon LLM Agents,Hongbo Jin; Rongpeng Zhu; Jiayu Ding; Guibo Luo; Ge Li,cs.AI,cost/budget; trajectory,"all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2603.00977,https://arxiv.org/pdf/2603.00977
531,2602.18998,2026-02-22T01:08:02Z,13,Benchmark Test-Time Scaling of General LLM Agents,Xiaochuan Li; Ryan Ming; Pranav Setlur; Abhijay Paladugu; Andy Tang; Hao Kang; Shuai Shao; Rong Jin; Chenyan Xiong,cs.AI,evaluation; harness component,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2602.18998,https://arxiv.org/pdf/2602.18998
532,2602.15631,2026-02-17T15:01:14Z,13,Meflex: A Multi-agent Scaffolding System for Entrepreneurial Ideation Iteration via Nonlinear Business Plan Writing,Lan Luo; Dongyijie Primo Pan; Junhua Zhu; Muzhi Zhou; Pan Hui,cs.HC,explicit harness/scaffold; harness component,"all:""agent scaffold""",https://arxiv.org/abs/2602.15631,https://arxiv.org/pdf/2602.15631
533,2603.08719,2026-02-10T06:43:20Z,13,SiliconMind-V1: Multi-Agent Distillation and Debug-Reasoning Workflows for Verilog Code Generation,Mu-Chi Chen; Yu-Hung Kao; Po-Hsuan Huang; Shao-Chun Ho; Hsiang-Yu Tsou; I-Ting Wu; En-Ming Huang; Yu-Kai Hung; Wei-Po Hsin; Cheng Liang; Chia-Heng Tu; Shih-Hao Hung; H. T. Kung,cs.AR,cost/budget; harness component; transfer/overfit,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2603.08719,https://arxiv.org/pdf/2603.08719
534,2602.01709,2026-02-02T06:33:22Z,13,ARTIS: Agentic Risk-Aware Test-Time Scaling via Iterative Simulation,Xingshan Zeng; Lingzhi Wang; Weiwen Liu; Liangyou Li; Yasheng Wang; Lifeng Shang; Xin Jiang; Qun Liu,cs.CL,harness component; reliability; trajectory,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2602.01709,https://arxiv.org/pdf/2602.01709
535,2601.18418,2026-01-26T12:20:18Z,13,daVinci-Dev: Agent-native Mid-training for Software Engineering,Ji Zeng; Dayuan Fu; Tiantian Mi; Yumin Zhuang; Yaxing Huang; Xuefeng Li; Lyumanshan Ye; Muhang Xie; Qishuo Hua; Zhen Huang; Mohan Jiang; Hanning Wang; Jifan Lin; Yang Xiao; Jie Sun; Yunze Wu; Pengfei Liu,cs.SE,explicit harness/scaffold; harness component,"all:""agent scaffold"" | all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2601.18418,https://arxiv.org/pdf/2601.18418
536,2601.16443,2026-01-23T04:39:55Z,13,Endless Terminals: Scaling RL Environments for Terminal Agents,Kanishk Gandhi; Shivam Garg; Noah D. Goodman; Dimitris Papailiopoulos,cs.LG,evaluation; transfer/overfit,"all:""agent scaffold""",https://arxiv.org/abs/2601.16443,https://arxiv.org/pdf/2601.16443
537,2511.13646,2025-11-17T17:58:18Z,13,Live-SWE-agent: Can Software Engineering Agents Self-Evolve on the Fly?,Chunqiu Steven Xia; Zhe Wang; Yan Yang; Yuxiang Wei; Lingming Zhang,cs.SE,evaluation; explicit harness/scaffold,"all:""agent scaffold""",https://arxiv.org/abs/2511.13646,https://arxiv.org/pdf/2511.13646
538,2509.13444,2025-09-16T18:24:42Z,13,DuetUI: A Bidirectional Context Loop for Human-Agent Co-Generation of Task-Oriented Interfaces,Yuan Xu; Shaowen Xiang; Yizhi Song; Ruoting Sun; Xin Tong,cs.HC,cost/budget; evaluation; harness component,"all:""agent scaffold""",https://arxiv.org/abs/2509.13444,https://arxiv.org/pdf/2509.13444
539,2507.05495,2025-07-07T21:35:09Z,13,Deep Research Comparator: A Platform For Fine-grained Human Annotations of Deep Research Agents,Prahaladh Chandrahasan; Jiahe Jin; Zhihan Zhang; Tevin Wang; Andy Tang; Lucy Mo; Morteza Ziyadi; Leonardo F. R. Ribeiro; Zimeng Qiu; Markus Dreyer; Akari Asai; Chenyan Xiong,cs.AI,evaluation; explicit harness/scaffold,"all:""agent scaffold""",https://arxiv.org/abs/2507.05495,https://arxiv.org/pdf/2507.05495
540,2607.08652,2026-07-09T16:21:16Z,12,Formal Mechanisms for Market Stability in Self-Interested Agent Societies: A Marketplace Simulation Study,Eugene Ng Yi Sheng; Bingquan Shen,cs.AI,reliability,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2607.08652,https://arxiv.org/pdf/2607.08652
541,2607.07593,2026-07-08T16:13:15Z,12,What Makes a Good Bug Report for an AI Agent?,Lara Khatib; Noble Saji Mathews; Meiyappan Nagappan; Pengyu Nie; Thomas Zimmermann,cs.SE,cost/budget; transfer/overfit,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2607.07593,https://arxiv.org/pdf/2607.07593
542,2607.06873,2026-07-08T00:11:41Z,12,Mining Workflow Graphs for Black-Box Boundary Testing of Conversational LLM Agents,Liting Lin; Boxi Yu; Yuzhong Zhang; Lionel Briand; David-Paul Niland; Emir Muñoz,cs.SE,evaluation; trajectory,"all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2607.06873,https://arxiv.org/pdf/2607.06873
543,2607.06184,2026-07-07T12:09:46Z,12,What Resolve Rate Hides: Trajectory Structure Diagnostics for Coding Agents,Rui Shu; Chun Yong Chong; Xin Zhou; Yun Peng; Zihan Wu; Xu Han; Zeyang Zhuang; Guowen Yuan; Yuan Wang,cs.SE,harness component; reliability; trajectory,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2607.06184,https://arxiv.org/pdf/2607.06184
544,2607.04574,2026-07-06T01:02:30Z,12,A Few Teacher Steps Go a Long Way: Cost-Efficient On-Policy Data Augmentation for Agent Post-Training,Junze Ye; Jiayi Cheng; Miao Lu; Michal Mankowski; Jose Blanchet; Mohsen Bayati,cs.LG,cost/budget; harness component,"all:""Terminal-Bench""",https://arxiv.org/abs/2607.04574,https://arxiv.org/pdf/2607.04574
545,2607.02389,2026-07-02T16:24:47Z,12,Steerability via constraints: a substrate for scalable oversight of coding agents,Thomas Winninger,cs.AI,cost/budget; transfer/overfit,"all:""agent scaffold"" | all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2607.02389,https://arxiv.org/pdf/2607.02389
546,2607.01518,2026-07-01T22:31:10Z,12,Overthink-Triggered Slowdown Attacks on LVLM-Based Robotic Systems,Qiang Han; Jie Wu; Bo Chen,cs.CR,cost/budget; transfer/overfit,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2607.01518,https://arxiv.org/pdf/2607.01518
547,2606.30266,2026-06-29T13:14:57Z,12,Towards Continual Motion-Language Agents: LoRA Variants for Incremental Motion Understanding and Generation,Bertram Taetz; Hugo Albuquerque Cosme da Silva; Gabriele Bleser-Taetz,cs.LG,cost/budget; evaluation; reliability,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.30266,https://arxiv.org/pdf/2606.30266
548,2606.29033,2026-06-27T18:04:34Z,12,Human-in-the-Loop Nugget Annotation for Accountable LLM-as-a-Judge Evaluations,Laura Dietz,cs.IR,harness component; system-level,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.29033,https://arxiv.org/pdf/2606.29033
549,2606.27397,2026-06-24T10:35:31Z,12,"SidConArena: An Environment Evaluating Agents in Open-Ended,Positive-Sum Bargaining Game",Yeqi Feng; Yuxin Chen; Tianxing He,cs.MA,evaluation; trajectory,"all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.27397,https://arxiv.org/pdf/2606.27397
550,2606.24820,2026-06-23T17:05:50Z,12,SHERLOC: Structured Diagnostic Localization for Code Repair Agents,Hovhannes Tamoyan; Sean Narenthiran; Erik Arakelyan; Mira Mezini; Boris Ginsburg,cs.CL,cost/budget; harness component; trajectory,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2606.24820,https://arxiv.org/pdf/2606.24820
551,2606.23565,2026-06-22T16:31:48Z,12,HoloAgent-0: A Unified Embodied Agent Framework with 3D Spatial Memory,Xiaolin Zhou; Liu Liu; Tingyang Xiao; Wei Feng; Fa Fu; Xinrui Meng; Xinjie Wang; Jialiang Han; Boyang Yu; Yun Du; Wei Sui; Zhizhong Su,cs.RO,harness component; trajectory,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.23565,https://arxiv.org/pdf/2606.23565
552,2606.23217,2026-06-22T12:06:21Z,12,MuPPET: A Benchmark for Contextual Privacy of LLM Assistants in Multi-Party Conversations,Elena Sofia Ruzzetti; Cornelius Emde; Sangdoo Yun; Seong Joon Oh; Martin Gubri,cs.CL,evaluation,"all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.23217,https://arxiv.org/pdf/2606.23217
553,2606.22813,2026-06-22T03:41:31Z,12,Active Inference as the Test-Time Scaling Law for Physical AI Agents,Omar Hashash; Christo Kurisummoottil Thomas; Walid Saad; Merouane Debbah; Karl Friston; Adeel Razi,cs.AI,cost/budget; transfer/overfit,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2606.22813,https://arxiv.org/pdf/2606.22813
554,2606.22698,2026-06-21T22:24:55Z,12,Black-Box Forensics for Conversational LLM Agents,Isadora White; Yasaman Jafari; Taylor Berg-Kirkpatrick,cs.CR,attribution/statistics,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2606.22698,https://arxiv.org/pdf/2606.22698
555,2606.21409,2026-06-19T13:21:25Z,12,Don't Blindly Trust It: How Unreliable Feedback Breaks Tool-Using LLM Agents,Chubin Zhang; Zhenglin Wan; Xingrui Yu; Pengfei Zhou; Wangbo Zhao; Jingxuan Wu; Yaxin Zhou; Ivor Tsang,cs.AI,harness component; trajectory,"all:""LLM agent"" AND all:verification",https://arxiv.org/abs/2606.21409,https://arxiv.org/pdf/2606.21409
556,2606.21401,2026-06-19T13:11:15Z,12,SwarmX: Agentic Scheduling for Low-Latency Agentic Systems,Yeqi Huang; Yanwei Ye; Guomin Chen; Wenhao Su; Bin Gong; Jialian Li; Zhan Lu; Yangshen Deng; Xuan Sun; Le Xu; Luo Mai,cs.DC,cost/budget; harness component,"all:""agentic system"" AND all:evaluation | all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.21401,https://arxiv.org/pdf/2606.21401
557,2606.21005,2026-06-19T00:36:34Z,12,Building Agent Harnesses for Scientific Curation from Multimodal Sources,Sheng Zhang; Qin Liu; Renqian Luo; Shufang Xie; Reuben Tan; Sean Hayes; Gregory Bryman; Wendong Ge; Roxy Zhang; Oluwaseun Egbelowo; Kelly Yee; Hoifung Poon,cs.AI,explicit harness/scaffold,"all:""agent harness""",https://arxiv.org/abs/2606.21005,https://arxiv.org/pdf/2606.21005
558,2606.20333,2026-06-18T15:04:47Z,12,SoftSkill: Behavioral Compression for Contextual Adaptation,Xijia Tao; Yihua Teng; Xinyu Fu; Ziru Liu; Kecheng Chen; Yuzhi Zhao; Suiyun Zhang; Rui Liu; Lingpeng Kong,cs.AI,cost/budget; harness component; trajectory,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.20333,https://arxiv.org/pdf/2606.20333
559,2606.20047,2026-06-18T10:22:57Z,12,PACMS: Submodular Context Selection as a Pluggable Engine for LLM Agents,Manu Ghulyani; Arunabh Singh; Karan Bharadwaj; Ankit Nath; Suranjan Goswami,cs.IR,cost/budget; harness component,"all:""LLM agent"" AND all:""tool calling"" | all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.20047,https://arxiv.org/pdf/2606.20047
560,2606.19341,2026-06-17T17:59:56Z,12,Native Active Perception as Reasoning for Omni-Modal Understanding,Zhenghao Xing; Ruiyang Xu; Yuxuan Wang; Jinzheng He; Ziyang Ma; Qize Yang; Yunfei Chu; Jin Xu; Junyang Lin; Chi-Wing Fu; Pheng-Ann Heng,cs.CV,cost/budget; harness component; trajectory,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2606.19341,https://arxiv.org/pdf/2606.19341
561,2606.18112,2026-06-16T16:17:44Z,12,Qwen-RobotNav Technical Report: A Scalable Navigation Model Designed for an Agentic Navigation System,Jiazhao Zhang; Gengze Zhou; Hale Yin; Yiyang Huang; Zixing Lei; Qihang Peng; Haoqi Yuan; Jie Zhang; Xudong Guo; Xiaoyue Chen; An Yang; Fei Huang; Zhibo Yang; Junyang Lin; Dayiheng Liu; Jingren Zhou; Zhuoyuan Yu; Jingyang Fan; Zhixuan Liang; Pei Lin; Ye Wang; Haoyang Li; Anzhe Chen; Kun Yan; Xiao Xu; Jiahao Li; Lulu Hu; Minying Zhang; Shurui Li; Wenhu Xiao; Shuai Bai; Xuancheng Ren; Chenxu Lv; Chenfei Wu; Xiong-Hui Chen,cs.RO,cost/budget; harness component; trajectory,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.18112,https://arxiv.org/pdf/2606.18112
562,2606.17454,2026-06-16T03:17:03Z,12,Dissecting model behavior through agent trajectories,Gaurav Gupta; Vatshank Chaturvedi; Jun Huan; Anoop Deoras,cs.AI,explicit harness/scaffold,"all:""Terminal-Bench"" | all:""agent harness""",https://arxiv.org/abs/2606.17454,https://arxiv.org/pdf/2606.17454
563,2606.17328,2026-06-15T22:21:23Z,12,MemTrace: Probing What Final Accuracy Misses in Long-Term Memory,Xianxuan Long; Zhikai Chen; Shenglai Zeng; Shouren Wang; Kai Guo; Jiliang Tang,cs.AI,evaluation; harness component; trajectory,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.17328,https://arxiv.org/pdf/2606.17328
564,2606.16576,2026-06-15T11:23:13Z,12,Can LLM Agents Infer World Models? Evidence from Agentic Automata Learning,Reef Menaged; Gili Lior; Shauli Ravfogel; Roee Aharoni; Gabriel Stanovsky,cs.CL,cost/budget; harness component; trajectory,"all:""LLM agent"" AND all:""tool calling"" | all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2606.16576,https://arxiv.org/pdf/2606.16576
565,2606.16190,2026-06-15T04:04:23Z,12,Embedded Arena: Iterative Optimization via Hardware Feedback,Zhihan Zhang; Alexander Le Metzger; Jiuyang Lyu; Chun-Cheng Chang; Jiayi Shao; Yujia Liu; Emmanuel Azuh Mensah; Edward Wang; Kurtis Heimerl; Gregory D. Abowd; Shwetak Patel; Natasha Jaques; Vikram Iyer,cs.AR,cost/budget; harness component; trajectory,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.16190,https://arxiv.org/pdf/2606.16190
566,2606.14066,2026-06-12T03:23:59Z,12,FastContext: Training Efficient Repository Explorer for Coding Agents,Shaoqiu Zhang; Maoquan Wang; Yuling Shi; Yuhang Wang; Xiaodong Gu; Yongqiang Yao; Tori Gong; Sheng Chen; Rao Fu; Anisha Agarwal; Spandan Grag; Gabriel Ryan; Colin Merkel; Yufan Huang; Shengyu Fu,cs.SE,cost/budget; harness component; trajectory,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2606.14066,https://arxiv.org/pdf/2606.14066
567,2606.13995,2026-06-12T00:30:33Z,12,Dialogue SWE-Bench: A Benchmark for Dialogue-Driven Coding Agents,Brendan King; Jeffrey Flanigan,cs.CL,evaluation,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2606.13995,https://arxiv.org/pdf/2606.13995
568,2606.13598,2026-06-11T17:16:24Z,12,Reward Modeling for Multi-Agent Orchestration,King Yeung Tsang; Zihao Zhao; Vishal Venkataramani; Haizhou Shi; Zixuan Ke; Semih Yavuz; Shafiq Joty; Hao Wang,cs.AI,cost/budget; transfer/overfit,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2606.13598,https://arxiv.org/pdf/2606.13598
569,2606.13177,2026-06-11T10:46:17Z,12,MemRefine: LLM-Guided Compression for Long-Term Agent Memory,Minjae Kim; Jinheon Baek; Soyeong Jeong; Sung Ju Hwang,cs.CL,cost/budget; harness component,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.13177,https://arxiv.org/pdf/2606.13177
570,2606.12387,2026-06-10T17:52:15Z,12,TAHOE: Text-to-SQL with Automated Hint Optimization from Experience,Zhiyi Chen; Jie Song; Peng Li,cs.DB,attribution/statistics,"all:""inference-time"" AND all:agent | all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2606.12387,https://arxiv.org/pdf/2606.12387
571,2606.11976,2026-06-10T11:54:14Z,12,Exploration Structure in LLM Agents for Multi-File Change Localization,Akeela Darryl Fattha; Kia Ying Chua; Lingxiao Jiang; Laura Wynter,cs.SE,cost/budget; evaluation,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2606.11976,https://arxiv.org/pdf/2606.11976
572,2606.11182,2026-06-09T17:57:16Z,12,EEVEE: Towards Test-time Prompt Learning in the Real World for Self-Improving Agents,Weixian Xu; Shilong Liu; Mengdi Wang,cs.LG,cost/budget; evaluation; reliability,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2606.11182,https://arxiv.org/pdf/2606.11182
573,2606.11078,2026-06-09T16:39:10Z,12,A History-Aware Visually Grounded Critic for Computer Use Agents,Jaewoo Lee; Zaid Khan; Archiki Prasad; Justin Chih-Yao Chen; Supriyo Chakraborty; Kartik Balasubramaniam; Sambit Sahu; Elias Stengel-Eskin; Hyunji Lee; Mohit Bansal,cs.AI,evaluation; trajectory; transfer/overfit,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2606.11078,https://arxiv.org/pdf/2606.11078
574,2606.10662,2026-06-09T10:13:07Z,12,Decentralized Multi-Agent Systems with Shared Context,Yuzhen Mao; Azalia Mirhoseini,cs.MA,cost/budget; harness component,"all:""SWE-bench"" AND all:agent | all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2606.10662,https://arxiv.org/pdf/2606.10662
575,2606.09293,2026-06-08T10:01:07Z,12,"One Model, Multiple Goals: Adaptive Multi-Objective Learning for E-commerce Dialogue Systems",Mingzhe Li; Jing Xiang; Enguo Zhou; Lang Gao; Tai Li; Qishen Zhang; Xiangliang Zhang; Xiuying Chen,cs.CL,evaluation; explicit harness/scaffold,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.09293,https://arxiv.org/pdf/2606.09293
576,2606.09290,2026-06-08T09:57:48Z,12,Visual Para-Thinker++: A Single-Policy Multi-Agent Framework for Visual Reasoning,Haoran Xu; Hongyu Wang; Yifei Gao; Jiaze Li; Zizhao Tong; Xiaofeng Zhang; Xiaosong Yuan,cs.CV,cost/budget; harness component; trajectory,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.09290,https://arxiv.org/pdf/2606.09290
577,2606.08702,2026-06-07T15:59:15Z,12,ConMem: Structured Memory-Guided Adaptation in Training-Free Multi-Agent Systems,Zhixun Tan; Qiang Chen; Tairan Huang; Xiu Su; Yi Chen,cs.AI,cost/budget; harness component,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.08702,https://arxiv.org/pdf/2606.08702
578,2606.08310,2026-06-06T19:43:53Z,12,To Nuke or Not to Nuke: LLMs' (Missing) Ethical Reasoning and Actions in a High-Stakes Decision-Making Simulation,John Chen; Sihan Cheng; Can Gurkan; H M Abdul Fattah,cs.AI,reliability; trajectory,"all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2606.08310,https://arxiv.org/pdf/2606.08310
579,2606.09916,2026-06-06T15:54:48Z,12,IntentKV: Cross-Turn Intent-Aware KV Cache Pruning for Agent Inference,Junjie Li; Jiong Lou; Jie Li,cs.LG,cost/budget; harness component; trajectory,"all:""LLM agent"" AND all:""tool calling""",https://arxiv.org/abs/2606.09916,https://arxiv.org/pdf/2606.09916
580,2606.07462,2026-06-05T17:13:36Z,12,Act As a Real Researcher: A Suite of Benchmarks Evaluating Frontier LLMs and Agentic Harnesses in Research Lifecycle,Jiayu Wang; Weijiang Lv; Bowen Fu; Jing Fu; Jiayi Song; Lingyu Zhang; Lanxuan Xue; Luodi Chen; Zepeng Xin; Kaiyu Li; Xiangyong Cao,cs.AI,evaluation; trajectory,"all:""agent harness"" | all:""agent scaffold""",https://arxiv.org/abs/2606.07462,https://arxiv.org/pdf/2606.07462
581,2606.06976,2026-06-05T07:08:34Z,12,Exploring Agentic Tool-Calling Decisions via Uncertainty-Aligned Reinforcement Learning,Yijin Zhou; Linqian Zeng; Xiaoya Lu; Wenyuan Xie; Dongrui Liu; Junchi Yan; Jing Shao,cs.AI,harness component; trajectory,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.06976,https://arxiv.org/pdf/2606.06976
582,2606.05548,2026-06-04T01:00:54Z,12,ADK Arena: Evaluating Agent Development Kits via LLM-as-a-Developer,Jintao Huang; Xiaomin Li; Gaurav Mittal; Yu Hu,cs.SE,cost/budget; evaluation,"all:""SWE-bench"" AND all:agent | all:""Terminal-Bench""",https://arxiv.org/abs/2606.05548,https://arxiv.org/pdf/2606.05548
583,2606.04602,2026-06-03T08:39:42Z,12,Parthenon Law: A Self-Evolving Legal-Agent Framework,Hejia Geng; Leo Liu,cs.AI,explicit harness/scaffold,"all:""model harness""",https://arxiv.org/abs/2606.04602,https://arxiv.org/pdf/2606.04602
584,2606.04397,2026-06-03T03:26:56Z,12,Context-as-AI-Service: Surfacing Cross-File Dependency Chains for LLM-Generated Developer Documentation,Ameya Gawde; Vyzantinos Repantis; Harshvardhan Singh; Lucy Moys,cs.SE,cost/budget; harness component,"all:""LLM agent"" AND all:""tool calling""",https://arxiv.org/abs/2606.04397,https://arxiv.org/pdf/2606.04397
585,2606.03521,2026-06-02T11:43:13Z,12,Post-Hoc Robustness for Model-Based Reinforcement Learning,Siemen Herremans; Ali Anwar; Siegfried Mercelis,cs.LG,reliability,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.03521,https://arxiv.org/pdf/2606.03521
586,2606.02812,2026-06-01T19:30:07Z,12,Traj-Evolve: A Self-Evolving Multi-Agent System for Patient Trajectory Modeling in Lung Cancer Early Detection,Sihang Zeng; Matthew Thompson; Ruth Etzioni; Meliha Yetisgen,cs.AI,harness component; trajectory,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.02812,https://arxiv.org/pdf/2606.02812
587,2606.02355,2026-06-01T15:02:59Z,12,SIRI: Self-Internalizing Reinforcement Learning with Intrinsic Skills for LLM Agent Training,Zhongyu He; Yuanfan Li; Fei Huang; Tianyu Chen; Siyuan Chen; Xingyang Li; Meng Hsuan Yu; Xiangrong Liu; Leyi Wei; Lu Pan; Ke Zeng; Xunliang Cai,cs.AI,cost/budget; harness component; trajectory,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.02355,https://arxiv.org/pdf/2606.02355
588,2606.01533,2026-06-01T01:29:36Z,12,Multi-Agent Computer Use,Jing Yu Koh; Ruslan Salakhutdinov; Daniel Fried,cs.MA,evaluation; trajectory,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2606.01533,https://arxiv.org/pdf/2606.01533
589,2606.01166,2026-05-31T11:16:18Z,12,BraveGuard: From Open-World Threats to Safer Computer-Use Agents,Yunhao Feng; Xiaohu Du; Xinhao Deng; Yifan Ding; Ming Wen; Yixu Wang; Yuxiang Xie; Baihui Zheng; Yingshui Tan; Yige Li; Yutao Wu; Kerui Cao; Wenke Huang; Yanming Guo; Xingjun Ma; Yu-Gang Jiang,cs.CR,evaluation; trajectory,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2606.01166,https://arxiv.org/pdf/2606.01166
